iter	Logloss
0	0.6664731317
1	0.6504402359
2	0.6322386582
3	0.6153237229
4	0.6022826202
5	0.5850672133
6	0.581032268
7	0.567609434
8	0.5536917564
9	0.5417505499
10	0.5349684566
11	0.5274344472
12	0.5235887828
13	0.5194298748
14	0.5151265184
15	0.510692293
16	0.503147406
17	0.499643738
18	0.4975495512
19	0.4937706186
20	0.4883381046
21	0.4847773616
22	0.4807185283
23	0.4764139112
24	0.4726894595
25	0.4709765219
26	0.4693437129
27	0.4671981684
28	0.4656366416
29	0.4630258577
30	0.4620826214
31	0.4603845044
32	0.4586147617
33	0.4565112702
34	0.4553389768
35	0.4548143061
36	0.4531331259
37	0.4521162901
38	0.4516375353
39	0.4499139011
40	0.4478769576
41	0.4469832091
42	0.4457788652
43	0.44473706
44	0.4431950739
45	0.4428284496
46	0.4422327794
47	0.4412176312
48	0.440793232
49	0.4401643765
50	0.4393062884
51	0.4384581904
52	0.4371016704
53	0.4368376916
54	0.435613607
55	0.4343913691
56	0.433919394
57	0.4330403084
58	0.4329204284
59	0.4327506445
60	0.4319835561
61	0.4312629183
62	0.4307423667
63	0.429459812
64	0.4287689175
65	0.4278138606
66	0.4269502522
67	0.4265094007
68	0.4258536546
69	0.4256312297
70	0.4255728355
71	0.4250796534
72	0.424538963
73	0.4243113344
74	0.4240972547
75	0.423807531
76	0.423432335
77	0.4226873178
78	0.422439874
79	0.4217152551
80	0.4212930296
81	0.4206994465
82	0.4204581456
83	0.4199902368
84	0.4192018638
85	0.4189694794
86	0.4183246767
87	0.4176942008
88	0.4173816654
89	0.4170606143
90	0.4165621446
91	0.4162913009
92	0.4162706624
93	0.4157958235
94	0.4153987087
95	0.4152035113
96	0.4149779044
97	0.4148062246
98	0.414382984
99	0.4141089176
100	0.4135255181
101	0.4129929093
102	0.4124807881
103	0.4119511154
104	0.4116513804
105	0.4111705608
106	0.4109022812
107	0.4103984469
108	0.4099515745
109	0.4096667933
110	0.4090084402
111	0.4086954555
112	0.4083171276
113	0.4079362476
114	0.4076520295
115	0.4075584244
116	0.4071199042
117	0.4067078482
118	0.4066349149
119	0.4059582175
120	0.4056065213
121	0.4054264593
122	0.4050526618
123	0.4045847919
124	0.4045043504
125	0.4043823041
126	0.4042353705
127	0.4040044934
128	0.4038438693
129	0.4033450387
130	0.4029749258
131	0.4029227399
132	0.4024554869
133	0.4022611426
134	0.4018884621
135	0.401360202
136	0.4012117546
137	0.400889262
138	0.4006423012
139	0.4003833537
140	0.4001710954
141	0.3996953992
142	0.3992377606
143	0.3988338084
144	0.3986264261
145	0.3978105816
146	0.3976750158
147	0.3973944103
148	0.3969378357
149	0.3967033484
150	0.3966038297
151	0.3963247339
152	0.3963187002
153	0.3958922483
154	0.3956593117
155	0.3955630647
156	0.3955435255
157	0.3953844845
158	0.3950684319
159	0.3948144551
160	0.3944168562
161	0.3943917858
162	0.3941203784
163	0.3937435615
164	0.3934004846
165	0.3930857873
166	0.3928480091
167	0.3927203395
168	0.3925575549
169	0.392381262
170	0.3920672491
171	0.3919051695
172	0.3913568139
173	0.3910844767
174	0.3906140842
175	0.3901399297
176	0.3900334115
177	0.3895983879
178	0.3892219509
179	0.388854862
180	0.3880250556
181	0.3874825461
182	0.3870618131
183	0.3868559846
184	0.3863564362
185	0.385750733
186	0.3852823725
187	0.3846680928
188	0.3841591999
189	0.3836828217
190	0.3832737735
191	0.3827024744
192	0.3822589988
193	0.3818443282
194	0.3813876016
195	0.3809948532
196	0.3806330477
197	0.3801193107
198	0.3798656251
199	0.3792734677
200	0.3786559076
201	0.3780370567
202	0.3777719258
203	0.3768840227
204	0.3761225369
205	0.3753763882
206	0.3745279655
207	0.3738563225
208	0.3732923979
209	0.3724437836
210	0.3720780941
211	0.3711824152
212	0.3706343374
213	0.3697793486
214	0.3691384042
215	0.3684888541
216	0.3679288272
217	0.3675123194
218	0.3669064796
219	0.3662282088
220	0.3653875447
221	0.3646727166
222	0.3640596873
223	0.3634596903
224	0.3627905007
225	0.3622038604
226	0.3615548679
227	0.3608854507
228	0.3602487537
229	0.3594785823
230	0.3587415596
231	0.3581204602
232	0.357492509
233	0.3569778202
234	0.3561361783
235	0.3555259281
236	0.3550761831
237	0.354668659
238	0.3541109804
239	0.3535615195
240	0.3529194045
241	0.3524304657
242	0.3519211798
243	0.3515185991
244	0.3509672526
245	0.3504558674
246	0.3499902968
247	0.3494927098
248	0.3490105915
249	0.348359939
250	0.3478786101
251	0.347179002
252	0.346708808
253	0.3461931004
254	0.345423297
255	0.3448339932
256	0.3441972578
257	0.3435730423
258	0.3431417982
259	0.3426851646
260	0.3421691637
261	0.341646249
262	0.3412452102
263	0.3407177727
264	0.3402166023
265	0.3397976367
266	0.3394198532
267	0.3387614385
268	0.3382666388
269	0.3376786412
270	0.3370324674
271	0.336302714
272	0.3357944126
273	0.335264312
274	0.3346974324
275	0.3341155244
276	0.3335342423
277	0.332921869
278	0.3323469902
279	0.3318902305
280	0.3314444317
281	0.3308898544
282	0.3304600618
283	0.33009235
284	0.3296957851
285	0.3292769085
286	0.3289103704
287	0.3284798419
288	0.3280336661
289	0.3273535627
290	0.3269498631
291	0.326407552
292	0.3260032458
293	0.3255879353
294	0.3250413623
295	0.32472633
296	0.3242786919
297	0.3237308818
298	0.3231802855
299	0.3228314555
300	0.3222371357
301	0.3216063275
302	0.3209637258
303	0.3204813616
304	0.3200498649
305	0.3195814895
306	0.3191471317
307	0.31882505
308	0.3183180337
309	0.3179775151
310	0.317571561
311	0.3171846714
312	0.3166748104
